-2.8722048,-3.344681,-0.5091359,0.885981,0.5075115,2.43273,2.8829165,2.2599041,1.4753939,2.627831,-1.3405281,-1.7027868,-1.3628814,-0.07973403,1.6151459,-0.7941678,1.3011694,-0.027900636,3.1352086,-2.149079
1.8543189,-0.40297648,-0.7963767,0.58745396,0.14635004,2.8749933,-2.409125,1.5708572,2.2338762,1.2819073,-0.7572895,1.1330168,-3.6647613,-1.4704702,-1.1553655,1.9728991,-0.8031915,1.5922152,-1.7719901,-0.36370242
0.019207012,1.3882306,1.9094856,0.16295731,0.27005893,0.72489464,1.6738722,-0.41298723,-0.31143942,-0.97874385,0.8461229,-1.0184901,2.5752463,-0.65816724,-0.9349156,-0.47960287,-1.8838425,-0.94161683,-1.3059952,-1.2091842
0.58364224,2.020981,-2.1771486,-0.15509729,1.3637323,-1.5882393,1.8588061,0.16497333,-1.4494853,-1.4788058,-0.9886859,1.7248755,-0.23227179,-1.66853,-1.2602996,1.8046949,-0.049303055,0.4586276,-1.0509161,2.560748
-1.7078234,-1.2541219,-0.7525845,2.5778186,-2.6337376,0.9794856,2.17191,-0.02791114,-1.6975924,-1.3321939,0.6344372,-0.16416022,0.99757236,2.0545182,-1.413109,-1.5939673,1.623438,0.3560139,-0.9533694,0.8445872
-2.154272,-0.7073485,0.9746563,-0.43428338,-2.202622,-0.8625879,-0.54937375,1.6940129,-2.543324,-0.46304747,-0.14208505,0.53026253,-0.45357087,-1.6968358,-0.15437128,1.2906929,-1.5073986,0.6848467,-0.2338399,-0.59167993
1.3633379,0.94459707,-1.6061747,0.4836598,1.9965262,-1.0090538,1.0538802,2.2508879,0.6074218,-0.6159153,-2.5485246,2.1158316,2.3304534,0.83939946,-0.0053125788,0.024086984,-0.10693407,0.51163656,2.0551715,-0.6892138
2.0116737,0.5102301,-1.0205618,1.5753055,-0.9155554,1.8629229,0.5784343,-1.7341763,-2.851334,-2.334047,-1.9265162,-0.8943214,1.3836857,0.53983414,-1.1245193,0.7041714,-1.1815469,0.23779163,1.0370178,1.3878613
-0.58737427,-0.81373066,0.7305316,-2.4219077,3.3994741,0.742619,2.4981363,-1.6772283,0.23695119,2.617168,0.32550293,-0.94709355,1.1892338,1.4211646,-0.6893554,-0.3417473,-1.3232193,0.8535772,0.5386743,-2.230325
-0.7133248,-1.0510896,-0.5588264,1.6508421,0.48041305,-2.8151848,0.30563977,1.9047326,1.7708442,0.7805753,1.3879274,-0.2956986,0.5767837,-0.9405219,-1.709234,-1.4423509,0.37953708,-0.70139813,1.4395103,1.2010461
-2.6898572,-0.5963932,-0.4982023,1.2564257,0.79923004,-1.0400609,-1.9984733,-1.3332957,1.1601616,-0.8232373,-0.19156145,1.7428379,2.9647613,1.4772968,-0.54096264,1.806841,1.5874923,-1.5891223,2.3598378,-0.7048283
